Sample	Type	RR(ms)
183703	0	555	
183802	0	544	
183900	0	550	
183998	0	538	
184097	0	555	
184196	0	544	
184294	0	550	
184393	0	544	
184492	0	555	
184591	0	544	
184690	0	555	
184788	0	538	
184888	0	561	
184987	0	550	
185086	0	550	
185185	0	550	
185284	0	544	
185383	0	555	
185483	0	555	
185582	0	550	
185681	0	544	
185780	0	550	
185879	0	550	
185979	0	555	
186078	0	550	
186177	0	555	
186275	0	538	
186375	0	555	
186475	0	555	
186574	0	555	
186673	0	544	
186773	0	561	
186872	0	544	
186971	0	555	
187071	0	555	
187171	0	550	
187271	0	561	
187371	0	555	
187471	0	555	
187570	0	544	
187669	0	550	
187769	0	555	
187868	0	550	
187967	0	550	
188065	0	544	
188163	0	544	
188261	0	544	
188359	0	544	
188457	0	544	
188555	0	544	
188654	0	550	
188752	0	544	
188851	0	550	
188952	0	561	
189052	0	561	
189151	0	550	
189251	0	555	
189351	0	550	
189451	0	561	
189550	0	544	
189651	0	566	
189749	0	538	
189850	0	561	
189950	0	555	
190050	0	555	
190149	0	555	
190248	0	550	
190348	0	550	
190448	0	561	
190546	0	544	
190644	0	538	
190744	0	555	
190843	0	555	
190942	0	550	
191041	0	550	
191140	0	550	
191239	0	544	
191339	0	561	
191438	0	550	
191538	0	555	
191638	0	555	
191738	0	555	
191838	0	550	
191938	0	561	
192037	0	550	
192138	0	555	
192238	0	555	
192338	0	555	
192438	0	555	
192539	0	561	
192641	0	572	
192741	0	555	
192841	0	555	
192944	0	566	
193044	0	561	
193147	0	572	
193248	0	561	
193350	0	566	
193451	0	561	
193553	0	566	
193654	0	561	
193756	0	561	
193857	0	566	
193959	0	566	
194061	0	566	
194162	0	555	
194264	0	572	
194365	0	561	
194467	0	566	
194567	0	550	
194669	0	566	
194771	0	566	
194873	0	566	
194974	0	566	
195075	0	561	
195178	0	572	
195280	0	561	
195383	0	577	
195485	0	566	
195587	0	561	
195690	0	577	
195792	0	566	
195896	0	572	
195999	0	572	
196101	0	572	
196202	0	555	
196305	0	577	
196408	0	572	
196509	0	561	
196610	0	555	
196713	0	572	
196815	0	572	
196917	0	566	
197019	0	566	
197121	0	561	
197222	0	561	
197323	0	561	
197424	0	561	
197526	0	566	
197625	0	550	
197726	0	561	
197827	0	566	
197929	0	561	
198029	0	561	
198131	0	566	
198234	0	572	
198336	0	561	
198438	0	572	
198540	0	566	
198643	0	572	
198744	0	555	
198846	0	572	
198949	0	572	
199052	0	572	
199154	0	561	
199256	0	572	
199358	0	566	
199461	0	566	
199565	0	583	
199668	0	572	
199771	0	572	
199874	0	566	
199978	0	583	
200080	0	566	
200183	0	572	
200285	0	566	
200389	0	577	
200492	0	566	
200593	0	566	
200700	0	588	
200803	0	577	
200906	0	566	
201010	0	577	
201114	0	583	
201217	0	566	
201320	0	577	
201424	0	577	
201527	0	566	
201630	0	577	
201735	0	583	
201839	0	572	
201945	0	588	
202050	0	588	
202155	0	583	
202262	0	588	
202368	0	588	
202474	0	588	
202582	0	600	
202692	0	611	
202801	0	611	
202908	0	594	
203008	2	505	
203128	0	716	
203237	0	605	
203345	0	600	
203454	0	605	
203564	0	611	
203671	0	588	
203773	2	527	
203888	0	677	
203997	0	605	
204105	0	605	
204212	0	594	
204320	0	600	
204427	0	594	
204534	0	594	
204641	0	588	
204749	0	600	
204857	0	600	
204964	0	600	
205072	0	600	
205181	0	605	
205288	0	594	
205397	0	605	
205507	0	605	
205616	0	611	
205725	0	605	
205835	0	611	
205946	0	616	
206054	0	600	
206165	0	611	
206275	0	611	
206385	0	611	
206492	0	594	
206602	0	611	
206712	0	616	
206822	0	605	
206929	0	594	
207036	0	594	
207144	0	605	
207250	0	588	
207357	0	594	
207465	0	594	
207566	2	544	
207680	0	655	
207788	0	594	
207896	0	605	
208003	0	594	
208109	0	594	
208217	0	594	
208324	0	594	
208431	0	594	
208537	0	583	
208643	0	594	
208750	0	588	
208856	0	588	
208961	0	583	
209066	0	588	
209173	0	594	
209277	0	583	
209352	1	405	
209475	0	683	
209581	0	588	
209684	0	577	
209785	0	555	
209885	0	561	
209986	0	561	
210085	0	544	
210185	0	561	
210284	0	550	
210384	0	550	
210484	0	555	
210584	0	561	
210684	0	550	
210785	0	561	
210886	0	561	
210986	0	555	
211088	0	572	
211189	0	561	
211291	0	561	
211393	0	566	
211494	0	561	
211596	0	572	
211698	0	561	
211799	0	561	
211900	0	566	
212001	0	561	
212102	0	555	
212203	0	561	
212304	0	566	
212405	0	561	
212505	0	550	
212606	0	561	
212706	0	555	
212808	0	566	
212910	0	566	
213014	0	577	
213117	0	572	
213221	0	577	
213326	0	583	
213430	0	577	
213534	0	577	
213639	0	583	
213744	0	583	
213851	0	594	
213960	0	605	
214069	0	605	
214178	0	605	
214287	0	605	
214396	0	605	
214503	0	594	
214611	0	600	
214718	0	594	
214825	0	594	
214932	0	594	
215039	0	594	
215147	0	600	
215253	0	588	
215362	0	605	
215471	0	605	
215580	0	605	
215689	0	605	
215800	0	616	
215909	0	605	
216019	0	611	
216128	0	605	
216238	0	611	
216347	0	605	
216457	0	611	
216567	0	611	
216676	0	605	
216784	0	600	
216892	0	600	
216999	0	594	
217105	0	588	
217214	0	605	
217321	0	594	
217428	0	594	
217537	0	605	
217645	0	605	
217741	2	483	
217869	0	755	
217981	0	622	
218094	0	627	
218212	0	655	
218327	0	638	
218444	0	650	
218557	0	633	
218674	0	644	
218788	0	633	
218904	0	644	
219017	0	627	
219135	0	661	
219250	0	633	
219368	0	655	
219483	0	638	
219603	0	666	
219719	0	644	
219836	0	650	
219956	0	672	
220054	2	511	
220192	0	800	
220291	2	516	
220427	0	783	
220526	2	522	
220658	0	761	
220758	2	527	
220889	0	755	
220989	2	527	
221117	0	738	
221217	2	511	
221344	0	755	
221456	0	616	
221571	0	644	
221685	0	627	
221800	0	638	
221919	0	666	
222041	0	672	
222138	2	511	
222296	0	911	
222389	2	483	
222556	0	961	
222641	2	438	
222815	0	1000	
222895	2	411	
223071	0	1011	
223149	2	400	
223318	0	966	
223395	2	400	
223558	0	933	
223637	2	411	
223792	0	888	
223872	2	416	
224025	0	877	
224106	2	422	
224252	0	838	
224334	2	427	
224480	0	838	
224563	2	433	
224704	0	811	
224791	2	455	
224937	0	844	
225022	2	438	
225174	0	872	
225256	2	416	
225424	0	977	
225502	2	388	
225681	0	1033	
225757	2	383	
225945	0	1088	
226019	2	377	
226210	0	1094	
226284	2	377	
226471	0	1066	
226545	2	383	
226723	0	1016	
226798	2	388	
226964	0	950	
227039	2	388	
227204	0	944	
227280	2	394	
227441	0	922	
227517	2	394	
227679	0	927	
227756	2	400	
227914	0	905	
227991	2	400	
228151	0	916	
228228	2	388	
228386	0	916	
228464	2	405	
228623	0	911	
228701	2	405	
228854	0	877	
228932	2	405	
229087	0	894	
229165	2	400	
229318	0	883	
229396	2	405	
229552	0	894	
229630	2	400	
229787	0	905	
229865	2	400	
230025	0	916	
230102	2	400	
230263	0	927	
230338	2	383	
230498	0	916	
230575	2	400	
230731	0	900	
230807	2	388	
230959	0	877	
231036	2	394	
231184	0	850	
231263	2	400	
231409	0	855	
231486	2	400	
231633	0	844	
231712	2	405	
231859	0	850	
231937	2	388	
232086	0	872	
232164	2	388	
232316	0	888	
232392	2	394	
232544	0	872	
232621	2	383	
232769	0	866	
232846	2	400	
232992	0	838	
233071	2	405	
233216	0	838	
233294	2	405	
233442	0	850	
233520	2	388	
233672	0	888	
233748	2	394	
233902	0	883	
233980	2	400	
234132	0	877	
234209	2	383	
234362	0	894	
234439	2	394	
234591	0	877	
234667	2	377	
234820	0	894	
234897	2	394	
235050	0	883	
235126	2	377	
235284	0	922	
235360	2	388	
235519	0	916	
235594	2	372	
235756	0	944	
235830	2	377	
235992	0	933	
236066	2	366	
236227	0	938	
236302	2	383	
236462	0	922	
236537	2	372	
236695	0	922	
236770	2	383	
236926	0	900	
237002	2	388	
237155	0	877	
237232	2	400	
237384	0	877	
237461	2	394	
237610	0	861	
237688	2	400	
237837	0	855	
237915	2	405	
238064	0	855	
238142	2	405	
238293	0	866	
238371	2	388	
238522	0	883	
238599	2	400	
238753	0	888	
238828	2	388	
238983	0	888	
239061	2	400	
239215	0	883	
239291	2	400	
239446	0	888	
239522	2	388	
239677	0	894	
239752	2	388	
239905	0	877	
239983	2	400	
240134	0	872	
240211	2	400	
240364	0	872	
240441	2	400	
240595	0	888	
240671	2	394	
240828	0	894	
240905	2	400	
241066	0	927	
241141	2	388	
241310	0	961	
241385	2	388	
241557	0	988	
241630	2	377	
241804	0	988	
241879	2	388	
242049	0	972	
242124	2	388	
242291	0	955	
242367	2	394	
242531	0	944	
242606	2	383	
242770	0	944	
242846	2	388	
243010	0	944	
243084	2	383	
243252	0	961	
243327	2	388	
243497	0	972	
243572	2	383	
243743	0	983	
243817	2	383	
243988	0	977	
244063	2	383	
244232	0	972	
244308	2	388	
244475	0	961	
244550	2	383	
244716	0	955	
244790	2	383	
244955	0	944	
245031	2	388	
245192	0	927	
245267	2	388	
245430	0	933	
245505	2	383	
245668	0	938	
245743	2	388	
245910	0	955	
245985	2	383	
246154	0	972	
246228	2	377	
246396	0	961	
246471	2	388	
246635	0	944	
246709	2	377	
246870	0	927	
246945	2	383	
247103	0	911	
247178	2	383	
247333	0	894	
247409	2	388	
247563	0	888	
247637	2	383	
247790	0	877	
247866	2	388	
248016	0	866	
248093	2	394	
248242	0	855	
248319	2	400	
248469	0	861	
248546	2	400	
248697	0	866	
248774	2	400	
248925	0	866	
249002	2	400	
249152	0	861	
249229	2	400	
249378	0	861	
249455	2	400	
249602	0	838	
249680	2	411	
249826	0	833	
249903	2	405	
250049	0	833	
250127	2	411	
250272	0	827	
250349	2	405	
250496	0	838	
250573	2	405	
250724	0	866	
250800	2	394	
250954	0	877	
251030	2	400	
251188	0	900	
251264	2	394	
251424	0	922	
251498	2	377	
251660	0	933	
251734	2	383	
251897	0	927	
251973	2	394	
252134	0	922	
252210	2	394	
252370	0	916	
252446	2	394	
252604	0	905	
252681	2	400	
252839	0	905	
252914	2	394	
253074	0	911	
253149	2	394	
253311	0	922	
253386	2	394	
253551	0	938	
253626	2	394	
253793	0	950	
253868	2	394	
254036	0	955	
254111	2	394	
254278	0	950	
254353	2	394	
254519	0	944	
254594	2	394	
254758	0	933	
254833	2	394	
254995	0	922	
255071	2	400	
255231	0	911	
255307	2	400	
255467	0	911	
255542	2	394	
255703	0	916	
255778	2	394	
255939	0	916	
256014	2	394	
256175	0	916	
256251	2	400	
256411	0	911	
256487	2	394	
256646	0	911	
256721	2	394	
256880	0	905	
256957	2	383	
257113	0	911	
257188	2	394	
257345	0	894	
257420	2	394	
257578	0	905	
257652	2	383	
257814	0	922	
257889	2	388	
258051	0	927	
258126	2	388	
258287	0	922	
258362	2	388	
258523	0	922	
258598	2	388	
258758	0	916	
258833	2	388	
258993	0	922	
259067	2	377	
259225	0	905	
259300	2	388	
259455	0	888	
259530	2	388	
259683	0	877	
259758	2	394	
259910	0	866	
259986	2	394	
260137	0	866	
260212	2	394	
260364	0	866	
260440	2	394	
260592	0	872	
260668	2	394	
260818	0	866	
260895	2	377	
261046	0	888	
261122	2	388	
261272	0	861	
261348	2	394	
261496	0	850	
261573	2	400	
261720	0	844	
261796	2	394	
261943	0	844	
262020	2	400	
262167	0	844	
262243	2	400	
262392	0	850	
262469	2	400	
262620	0	866	
262696	2	394	
262848	0	872	
262925	2	400	
263077	0	877	
263153	2	388	
263306	0	883	
263383	2	394	
263534	0	872	
263610	2	388	
263761	0	872	
263838	2	394	
263989	0	872	
264065	2	388	
264218	0	883	
264294	2	388	
264447	0	883	
264523	2	388	
264677	0	883	
264753	2	394	
264906	0	883	
264982	2	388	
265134	0	872	
265211	2	400	
265361	0	866	
265438	2	394	
265588	0	861	
265665	2	400	
265812	0	850	
265889	2	394	
266037	0	850	
266114	2	400	
266261	0	850	
266338	2	394	
266486	0	855	
266562	2	383	
266711	0	866	
266787	2	394	
266938	0	866	
267014	2	388	
267165	0	872	
267242	2	394	
267391	0	861	
267468	2	394	
267617	0	861	
267694	2	394	
267837	0	822	
267916	2	411	
268056	0	811	
268135	2	405	
268271	0	788	
268352	2	416	
268483	0	761	
268566	2	427	
268692	0	733	
268779	2	450	
268898	0	694	
268990	2	477	
269105	0	672	
269196	2	455	
269308	0	666	
269401	2	472	
269512	0	666	
269611	0	550	
269713	0	566	
269814	0	561	
269916	0	566	
270016	0	555	
270118	0	566	
270220	0	566	
270322	0	566	
270423	0	561	
270523	2	555	
270629	0	588	
270730	2	561	
270833	0	572	
270936	2	572	
271042	0	588	
271146	2	577	
271251	0	583	
271354	2	533	
271461	0	633	
271564	2	572	
271670	0	583	
271774	2	583	
271882	0	600	
271986	2	577	
272091	0	583	
272196	0	577	
272302	0	594	
272406	2	577	
272512	0	583	
272618	0	594	
272724	0	588	
272830	0	588	
272935	0	583	
273041	0	588	
273146	0	583	
273250	0	577	
273354	0	577	
273460	0	588	
273556	2	483	
273670	0	677	
273774	0	583	
273881	0	594	
273987	0	588	
274091	0	577	
274195	0	577	
274298	2	533	
274407	0	644	
274512	0	583	
274609	2	488	
274725	0	694	
274832	0	594	
274938	0	588	
275045	0	594	
275152	2	594	
275260	0	600	
275366	0	583	
275468	2	527	
275584	0	688	
275691	0	594	
275791	2	522	
275909	0	688	
276017	0	600	
276115	2	494	
276233	0	705	
276341	0	600	
276441	2	522	
276555	0	666	
276662	0	594	
276760	2	511	
276876	0	677	
276981	0	583	
277082	2	516	
277159	2	438	
277300	0	816	
277405	2	583	
277514	0	605	
277618	0	577	
277722	0	577	
277826	0	577	
277929	0	566	
278035	0	594	
278139	0	577	
278218	2	388	
278350	0	783	
278454	0	577	
278562	0	600	
278668	0	588	
278773	0	583	
278878	0	583	
278985	0	594	
279091	0	588	
279196	2	583	
279302	0	588	
279407	0	583	
279512	0	583	
279617	0	577	
279723	0	594	
279826	0	566	
279930	0	583	
280035	0	583	
280134	2	527	
280243	0	622	
280345	0	566	
280450	0	588	
280554	0	577	
280657	0	572	
280759	0	561	
280864	0	588	
280969	0	583	
281063	2	472	
281177	0	683	
281282	0	583	
281379	2	488	
281453	2	427	
281599	0	844	
281702	2	533	
281810	0	638	
281913	0	566	
282017	0	577	
282120	0	577	
282222	0	566	
282323	0	561	
282425	0	566	
282527	0	566	
282629	0	566	
282730	0	561	
282832	0	566	
282933	0	555	
283033	0	555	
283134	0	566	
283235	0	555	
283335	0	561	
283435	0	550	
283537	0	572	
283639	0	561	
283740	0	566	
283840	0	550	
283942	0	572	
284045	0	566	
284147	0	572	
284247	0	550	
284349	0	572	
284451	0	561	
284552	2	566	
284629	2	394	
284756	0	733	
284859	0	577	
284961	0	561	
285061	0	555	
285162	0	561	
285263	0	566	
285364	0	555	
285464	0	555	
285565	0	561	
285666	0	561	
285768	0	572	
285869	0	555	
285972	0	577	
286075	0	566	
286178	0	577	
286281	0	572	
286385	0	577	
286489	0	577	
286592	0	572	
286696	0	577	
286801	0	583	
286905	0	577	
287007	2	566	
287111	0	577	
287215	0	577	
287317	2	566	
287420	0	572	
287523	0	572	
287625	2	566	
287728	0	572	
287829	0	555	
287932	0	572	
288034	0	572	
288136	0	566	
288237	0	561	
288340	0	572	
288443	0	566	
288544	0	566	
288648	0	572	
288752	0	583	
288851	2	511	
288958	0	633	
289062	0	577	
289167	0	583	
289271	0	577	
289374	0	572	
289477	0	572	
289580	0	572	
289685	0	583	
289789	0	577	
289893	0	577	
289998	0	583	
290102	0	577	
290206	0	577	
290311	0	583	
290416	0	583	
290522	0	588	
290627	0	583	
290735	0	600	
290842	0	588	
290949	0	594	
291057	0	605	
291165	0	600	
291274	0	600	
291381	0	600	
291489	0	600	
291597	0	600	
291706	0	605	
291813	0	594	
291921	0	600	
292030	0	605	
292138	0	600	
292237	2	500	
292354	0	700	
292463	0	605	
292571	0	594	
292678	0	594	
292787	0	611	
292895	0	600	
293001	2	588	
293110	0	600	
293219	0	611	
293327	0	600	
293435	0	600	
293544	0	605	
293653	0	605	
293761	0	594	
293870	0	611	
293979	0	605	
294089	0	611	
294195	2	550	
294307	0	655	
294409	2	522	
294529	0	716	
294638	0	605	
294748	0	611	
294859	0	616	
294968	0	600	
295071	2	555	
295188	0	672	
295298	0	611	
295399	2	511	
295518	0	705	
295629	0	622	
295738	0	605	
295848	0	611	
295959	0	611	
296062	2	527	
296183	0	722	
296295	0	622	
296409	0	633	
296522	0	627	
296635	0	627	
296750	0	638	
296850	2	505	
296978	0	761	
297091	0	622	
297205	0	638	
297318	0	627	
297429	0	616	
297541	0	622	
297642	2	511	
297764	0	727	
297875	0	616	
297988	0	627	
298090	2	516	
298211	0	722	
298323	0	622	
298435	0	622	
298547	0	622	
298658	0	616	
298770	0	622	
298869	2	500	
298994	0	744	
299105	0	616	
299217	0	616	
299329	0	627	
299441	0	616	
299551	0	616	
299663	0	622	
299775	0	622	
299886	0	616	
299996	0	611	
300108	0	622	
300220	0	622	
300332	0	622	
300442	0	605	
300555	0	627	
300656	2	516	
300779	0	733	
300889	0	611	
300999	0	605	
301104	2	555	
301221	0	677	
301331	0	616	
301441	0	611	
301551	0	611	
301662	0	616	
301766	2	533	
301884	0	700	
301995	0	616	
302106	0	616	
302216	0	611	
302328	0	622	
302429	2	511	
302551	0	727	
302662	0	616	
302773	0	616	
302884	0	616	
302994	0	611	
303105	0	616	
303216	0	611	
303326	0	616	
303436	0	611	
303546	0	611	
303657	0	611	
303766	0	611	
303876	0	605	
303987	0	622	
304096	0	605	
304205	0	600	
304313	0	605	
304420	0	588	
304527	0	600	
304627	2	533	
304742	0	661	
304849	0	588	
304957	0	605	
305066	0	605	
305174	0	600	
305281	0	594	
305390	0	600	
305499	0	611	
305608	0	600	
305717	0	605	
305825	0	600	
305935	0	616	
306045	0	605	
306155	0	616	
306264	0	605	
306374	0	611	
306482	0	600	
306592	0	605	
306701	0	605	
306810	0	605	
306918	0	605	
307028	0	611	
307139	0	616	
307248	0	605	
307359	0	616	
307469	0	611	
307579	0	605	
307688	0	605	
307800	0	622	
307911	0	622	
308021	0	605	
308131	0	616	
308242	0	616	
308354	0	622	
308464	0	611	
308575	0	616	
308687	0	622	
308799	0	616	
308911	0	627	
309024	0	627	
309137	0	627	
309248	0	616	
309360	0	622	
309471	0	616	
309583	0	616	
309694	0	622	
309806	0	616	
309918	0	627	
310019	2	527	
310140	0	705	
310251	0	616	
310363	0	622	
310473	0	611	
310582	0	605	
310694	0	622	
310805	0	611	
310916	0	616	
311027	0	616	
311140	0	633	
311242	2	516	
311365	0	733	
311479	0	633	
311593	0	633	
311705	0	622	
311817	0	616	
311931	0	638	
312029	2	494	
312156	0	755	
312267	0	616	
312378	0	616	
312488	0	611	
312596	0	600	
312704	0	600	
312813	0	605	
312920	0	588	
313028	0	605	
313137	0	605	
313246	0	600	
313355	0	611	
313465	0	611	
313566	2	511	
313687	0	722	
313797	0	611	
313908	0	616	
314019	0	616	
314119	2	505	
314240	0	722	
314350	0	611	
314461	0	616	
314569	0	600	
314677	0	600	
314786	0	600	
314895	0	611	
314996	2	538	
315112	0	666	
315221	0	605	
315330	0	600	
315438	0	600	
315547	0	605	
315656	0	611	
315765	0	600	
315874	0	611	
315982	0	594	
316092	0	616	
316201	0	605	
316310	0	605	
316421	0	616	
316519	2	494	
316643	0	738	
316746	2	550	
316864	0	677	
316968	2	533	
317085	0	694	
317194	0	605	
317305	0	616	
317415	0	611	
317525	0	605	
317635	0	616	
317736	2	511	
317857	0	722	
317966	0	605	
318078	0	622	
318179	2	511	
318299	0	716	
318408	0	605	
318520	0	622	
318630	0	605	
318740	0	611	
318849	0	611	
318949	2	505	
319071	0	727	
319181	0	611	
319291	0	611	
319395	2	555	
319510	0	661	
319618	0	594	
319727	0	611	
319835	0	600	
319942	0	588	
320049	0	600	
320157	0	600	
320264	0	594	
320369	0	583	
320475	0	588	
320574	2	527	
320685	0	638	
320789	0	572	
320888	2	533	
320998	0	633	
321101	0	572	
321205	0	577	
321309	0	577	
321413	0	577	
321507	2	472	
321620	0	677	
321722	2	566	
321826	0	577	
321928	0	566	
322032	0	577	
322135	0	572	
322237	0	566	
322339	0	566	
322442	0	572	
322545	0	572	
322648	0	572	
322750	0	561	
322854	0	577	
322957	0	577	
323060	0	572	
323163	0	566	
323266	2	538	
323373	0	633	
323476	0	572	
323581	0	577	
323687	0	594	
323785	2	494	
323897	0	666	
324003	0	594	
324109	0	588	
324214	0	583	
324317	0	572	
324423	0	588	
324528	0	583	
324632	0	577	
324737	0	583	
324843	0	588	
324948	0	583	
325052	0	577	
325157	2	583	
325264	0	594	
325368	2	577	
325474	0	588	
325580	0	588	
325679	2	527	
325792	0	650	
325896	0	577	
326002	0	588	
326108	0	588	
326211	2	533	
326319	0	638	
326426	0	594	
326533	0	594	
326639	0	588	
326745	0	588	
326852	0	594	
326959	0	594	
327066	0	594	
327172	0	583	
327280	0	600	
327388	0	605	
327495	0	594	
327603	0	600	
327708	2	544	
327819	0	655	
327928	0	605	
328037	0	605	
328145	0	600	
328253	0	600	
328363	0	611	
328472	0	605	
328580	0	600	
328688	0	600	
